proper,ra,dec,mag,con
,9.981191,-35.890973,5.23,Ant
,10.774889,-64.263242,5.23,Car
,10.891536,-20.138731,5.23,Hya
,12.924598,65.438474,5.23,Dra
,14.795779,-26.0875,5.23,Hya
,15.710645,-37.424935,5.23,Lup
,16.24469,33.858613,5.23,CrB
,16.859367,-41.230534,5.23,Sco
,16.909915,-6.153982,5.23,Oph
,17.58317,61.874554,5.23,Dra
,19.149976,6.073207,5.23,Aql
,20.03373,24.938043,5.23,Vul
,0.195552,-35.133119,5.24,Scl
,0.844768,-50.986816,5.24,Phe
,1.70827,20.268504,5.24,Psc
,3.014501,52.351744,5.24,Per
,3.303309,-62.506363,5.24,Ret
,3.604837,-17.467064,5.24,Eri
,3.741808,-1.163091,5.24,Eri
,3.794347,-23.874677,5.24,Eri
,3.838593,25.579362,5.24,Tau
,4.364796,-63.386391,5.24,Ret
,4.569936,-8.970258,5.24,Eri
,5.391065,57.544395,5.24,Cam
,5.594301,-4.856067,5.24,Ori
,6.778983,43.577427,5.24,Aur
,7.309309,-39.210285,5.24,Pup
,7.534986,1.914481,5.24,CMi
,8.631154,-26.255,5.24,Pyx
,9.240136,-43.227493,5.24,Vel
,9.27826,-6.353144,5.24,Hya
,11.641002,8.134298,5.24,Vir
,13.189789,-43.368553,5.24,Cen
,15.104638,54.556318,5.24,Boo
,16.230807,-11.837747,5.24,Sco
,16.462071,-7.597929,5.24,Oph
,16.50932,20.479188,5.24,Her
,18.405067,-44.110256,5.24,CrA
,19.951749,-58.901351,5.24,Pav
,20.654533,-14.95476,5.24,Cap
,20.984753,4.29461,5.24,Equ
,21.700192,-23.262858,5.24,Cap
,22.196848,56.839357,5.24,Cep
,22.792535,-19.613375,5.24,Aqr
,23.736688,-18.276938,5.24,Aqr
,18.051202,-8.181708,5.24,Oph
,1.702389,-32.32697,5.25,Scl
,2.265635,33.358895,5.25,Tri
,2.817062,-62.806521,5.25,Hor
,5.39171,-13.927352,5.25,Lep
,6.539271,-37.696702,5.25,Col
,6.629891,-32.339735,5.25,CMa
,7.771167,10.768252,5.25,CMi
,8.071164,-32.674829,5.25,Pup
,10.293834,-8.068914,5.25,Sex
,10.518048,82.558587,5.25,Cam
,15.630441,40.353433,5.25,Boo
,17.634871,-54.500434,5.25,Ara
,18.039736,20.833632,5.25,Her
,18.380288,17.826616,5.25,Her
,18.762989,74.085553,5.25,Dra
,19.121703,36.100157,5.25,Lyr
,21.21751,-39.424922,5.25,Mic
,22.691292,40.225449,5.25,Lac
,23.059128,67.20921,5.25,Cep
,2.821544,17.464309,5.26,Ari
,3.071254,-7.600857,5.26,Eri
,4.343419,15.095453,5.26,Tau
,4.344541,65.140441,5.26,Cam
,5.800065,6.454156,5.26,Ori
,6.586684,28.022314,5.26,Aur
,9.238335,-55.569629,5.26,Vel
,9.301633,-51.050859,5.26,Vel
,9.970382,12.4448,5.26,Leo
,10.145223,-65.815438,5.26,Car
,10.875236,-57.240405,5.26,Car
,11.598771,-47.641643,5.26,Cen
,11.679742,21.35273,5.26,Leo
,11.911816,-25.713887,5.26,Hya
,13.868021,-52.81153,5.26,Cen
,14.138145,49.458167,5.26,Boo
,15.490075,-46.732704,5.26,Lup
,15.608216,10.010176,5.26,Ser
,16.363536,69.109391,5.26,Dra
,18.995966,26.230404,5.26,Lyr
,22.064709,63.11992,5.26,Cep
,1.501695,47.007274,5.27,And
,2.085315,77.281341,5.27,Cas
,2.21513,-30.723825,5.27,For
,2.525027,2.267182,5.27,Cet
,2.527834,-79.109382,5.27,Hyi
,3.353784,21.147086,5.27,Ari
,4.423614,22.199998,5.27,Tau
,6.328555,-7.822908,5.27,Mon
,6.789278,-37.929698,5.27,Pup
,7.560134,15.826662,5.27,Gem
,8.587658,-58.224735,5.27,Car
,9.928612,49.819843,5.27,UMa
,10.223016,-51.232971,5.27,Vel
,10.481274,-64.172278,5.27,Car
,11.782116,55.62819,5.27,UMa
,12.713965,-63.058624,5.27,Cru
,13.445325,-12.707664,5.27,Vir
,14.905592,-24.642202,5.27,Lib
,16.340795,-78.667496,5.27,Aps
,17.026767,33.56827,5.27,Her
,17.052419,-53.237028,5.27,Ara
,18.984928,13.622245,5.27,Aql
,20.282024,40.365075,5.27,Cyg
,21.848413,-82.718904,5.27,Oct
,22.083469,62.785671,5.27,Cep
,22.219501,86.107955,5.27,Cep
,23.707729,-15.448033,5.27,Aqr
,1.641926,73.04004,5.28,Cas
,3.94347,50.695381,5.28,Per
,4.025569,-1.54966,5.28,Eri
,4.739205,-59.732733,5.28,Dor
,5.130111,20.418379,5.28,Tau
,5.629061,-28.68969,5.28,Col
,5.795252,13.899599,5.28,Tau
,6.128233,-19.165866,5.28,Lep
,6.496969,-50.239085,5.28,Pup
,6.780859,-14.425971,5.28,CMa
,6.859179,21.761148,5.28,Gem
,8.367918,-73.399985,5.28,Vol
,8.787496,-1.897033,5.28,Hya
,9.263832,56.741406,5.28,UMa
,9.290334,-74.894313,5.28,Car
,9.639383,40.239793,5.28,Lyn
,11.762216,-45.690134,5.28,Cen
,12.014211,-19.658982,5.28,Crv
,12.330199,48.984148,5.28,CVn
,15.241435,29.164295,5.28,Boo
,16.465918,-64.057942,5.28,TrA
,16.633462,56.01554,5.28,Dra
,17.447772,-45.84303,5.28,Ara
,18.566046,-33.01656,5.28,Sgr
,19.296944,11.595422,5.28,Aql
,19.709447,11.826583,5.28,Aql
,19.937292,11.423721,5.28,Aql
,20.323223,-19.118533,5.28,Cap
,22.409764,-72.255412,5.28,Ind
,23.766922,-18.67834,5.28,Aqr
,0.167293,-82.224047,5.29,Oct
,0.202773,-17.938278,5.29,Cet
,1.760763,-25.05261,5.29,Scl
,1.993892,64.621602,5.29,Cas
,2.315831,28.642674,5.29,Tri
,2.36573,0.395675,5.29,Cet
,2.469439,29.66933,5.29,Tri
,4.225862,7.716045,5.29,Tau
,4.435084,31.438911,5.29,Per
,4.800069,56.757183,5.29,Cam
,5.333062,-12.315585,5.29,Lep
,5.704221,-34.667812,5.29,Col
,5.913916,-52.635481,5.29,Pic
,6.929702,-22.941439,5.29,CMa
,7.314243,-26.585854,5.29,CMa
,9.864732,24.395369,5.29,Leo
,12.481863,25.912852,5.29,Com
,14.247458,10.10061,5.29,Boo
,18.253585,-20.72827,5.29,Sgr
,18.91323,-87.605843,5.29,Oct
,21.447668,48.835168,5.29,Cyg
,21.534965,-41.17931,5.29,Gru
,21.767879,22.94888,5.29,Peg
,22.079839,-0.906343,5.29,Aqr
,0.68533,39.458664,5.3,And
,2.623425,-52.543086,5.3,Hor
,2.678075,27.060943,5.3,Ari
,3.540631,46.056862,5.3,Per
,4.712899,-50.481334,5.3,Pic
,4.715089,43.365138,5.3,Per
,5.045279,-71.3143,5.3,Men
,6.766499,-14.796127,5.3,CMa
,7.204392,-40.498808,5.3,Pup
,7.735254,25.784159,5.3,Gem
,7.972404,2.224767,5.3,CMi
,8.129404,21.581816,5.3,Cnc
,8.822702,-3.443023,5.3,Hya
,9.230059,43.217825,5.3,Lyn
,9.678494,-57.983553,5.3,Car
,10.168302,-12.815923,5.3,Hya
,11.484481,39.336974,5.3,UMa
,17.389331,-28.142831,5.3,Oph
,18.319633,24.446059,5.3,Her
,19.678717,-16.293268,5.3,Sgr
,19.997595,-34.697799,5.3,Sgr
,20.279746,24.671102,5.3,Vul
,20.386304,5.342987,5.3,Aql
,20.971209,22.325908,5.3,Vul
,20.984577,4.293481,5.3,Equ
,21.142673,-21.193669,5.3,Cap
,21.455935,37.116798,5.3,Cyg
,21.704292,5.680137,5.3,Peg
,23.127575,46.387231,5.3,And
,23.677266,-32.073125,5.3,Scl
,23.876974,10.94732,5.3,Peg
,2.226728,51.065818,5.31,Per
,2.321337,47.379973,5.31,And
,5.77427,-46.59718,5.31,Pic
,7.734495,50.433794,5.31,Lyn
,8.897388,-47.520778,5.31,Vel
,9.282523,-39.401539,5.31,Vel
,11.264417,13.307578,5.31,Leo
,11.684171,34.201635,5.31,UMa
,11.798584,8.245895,5.31,Vir
,12.234085,-45.723919,5.31,Cen
,13.236361,-19.930947,5.31,Vir
,16.528269,-41.817145,5.31,Sco
,17.50661,-1.062922,5.31,Oph
,19.164642,-68.424448,5.31,Pav
,21.262456,-15.1715,5.31,Cap
,22.415638,-57.797415,5.31,Tuc
,1.177579,68.778621,5.32,Cas
,3.045076,-7.685472,5.32,Eri
,3.386997,49.213269,5.32,Per
,4.06239,5.435624,5.32,Tau
,4.620465,0.998314,5.32,Tau
,5.571326,3.766895,5.32,Ori
,7.817132,-24.912208,5.32,Pup
,8.417706,-24.046212,5.32,Pup
,10.820953,10.545202,5.32,Leo
,11.707889,66.744906,5.32,Dra
,12.393174,-35.412677,5.32,Cen
,13.420568,-64.485144,5.32,Cen
,14.821959,-14.149022,5.32,Lib
,14.929085,-33.855785,5.32,Cen
,15.253154,4.939362,5.32,Ser
,16.374444,-49.572354,5.32,Nor
,17.207725,10.585168,5.32,Oph
,19.864056,-39.874367,5.32,Sgr
,20.03123,-66.943966,5.32,Pav
,20.186632,-36.101212,5.32,Sgr
,21.049433,-38.631447,5.32,Mic
,22.839655,-80.123845,5.32,Oct
,1.094709,21.473181,5.33,Psc
,4.321301,-44.267919,5.33,Hor
,4.889659,2.508225,5.33,Ori
,4.913273,7.779097,5.33,Ori
,5.131359,8.498429,5.33,Ori
,8.121678,-20.554342,5.33,Pup
,8.330274,-71.514906,5.33,Vol
,8.484654,-47.928923,5.33,Vel
,8.526592,18.09442,5.33,Cnc
,8.545139,20.441162,5.33,Cnc
,10.771269,-64.514559,5.33,Car
,13.287674,13.675751,5.33,Vir
,18.38141,-36.669556,5.33,Sgr
,18.970763,17.360912,5.33,Aql
,19.800321,-56.362611,5.33,Tel
,20.000919,17.516511,5.33,Sge
,22.238342,-21.074566,5.33,Aqr
,23.557804,22.498775,5.33,Peg
,2.020759,-30.00183,5.34,For
,2.895168,38.337488,5.34,Per
,3.761234,6.049991,5.34,Tau
,4.326862,21.773491,5.34,Tau
,5.319783,2.595806,5.34,Ori
,5.54482,-1.591831,5.34,Ori
,5.549873,-64.227517,5.34,Dor
,6.25698,16.143175,5.34,Ori
,6.362811,53.452179,5.34,Aur
,6.646995,39.902559,5.34,Aur
,6.780417,57.169176,5.34,Lyn
,6.884738,59.448543,5.34,Lyn
,7.585778,30.960924,5.34,Gem
,8.213552,68.474072,5.34,UMa
,8.842982,-66.792981,5.34,Vol
,9.40268,-80.786876,5.34,Cha
,10.391478,-38.009839,5.34,Ant
,12.077479,-68.328912,5.34,Mus
,12.137422,-48.692487,5.34,Cen
,12.932538,-56.835806,5.34,Cru
,14.413508,-24.80631,5.34,Lib
,15.696504,12.847528,5.34,Ser
,16.882796,31.701674,5.34,Her
,19.578127,42.412509,5.34,Cyg
,20.894494,-39.809865,5.34,Mic
,21.835749,17.285851,5.34,Peg
,22.213284,34.604592,5.34,Peg
,22.280012,-12.831436,5.34,Aqr
,22.95125,48.684068,5.34,Lac
,0.845442,64.247549,5.35,Cas
,0.933747,-11.266526,5.35,Cet
,1.437573,19.172346,5.35,Psc
,4.76715,11.705591,5.35,Ori
,6.109749,38.482644,5.35,Aur
,6.16639,58.935694,5.35,Cam
,7.412182,-31.808905,5.35,CMa
,7.498867,49.672463,5.35,Lyn
,8.683629,45.83401,5.35,Lyn
,9.538688,-40.649335,5.35,Vel
,13.717698,3.537903,5.35,Vir
,15.350554,0.715337,5.35,Ser
,15.910516,43.138567,5.35,Her
,16.135439,-26.326679,5.35,Sco
,16.495091,-46.243229,5.35,Nor
,16.922825,18.433213,5.35,Her
,17.610457,48.585634,5.35,Her
,18.938044,-42.710676,5.35,CrA
,19.211309,-7.939518,5.35,Aql
,22.336643,-7.821102,5.35,Aqr
,23.365259,31.812465,5.35,Peg
,23.652316,50.471733,5.35,And
,0.665436,21.438495,5.36,Psc
,0.775822,15.475504,5.36,Psc
,1.121838,-61.775289,5.36,Tuc
,2.414987,-60.311947,5.36,Hor
,2.53595,-1.034896,5.36,Cet
,4.06941,2.826947,5.36,Tau
,4.666126,53.473021,5.36,Cam
,5.558735,-1.156073,5.36,Ori
,5.856107,-7.518003,5.36,Ori
,6.214182,65.718422,5.36,Cam
,6.314051,-9.390018,5.36,Mon
,7.238906,3.111414,5.36,CMi
,7.255854,-30.686447,5.36,CMa
,7.759736,-34.172363,5.36,Pup
,7.94939,-43.500411,5.36,Pup
,8.192501,-7.772539,5.36,Hya
,9.253848,14.941507,5.36,Cnc
,9.728862,14.021692,5.36,Leo
,10.711269,-59.215759,5.36,Car
,10.764416,30.682313,5.36,LMi
,11.999142,3.655197,5.36,Vir
,13.383643,-17.735274,5.36,Vir
,14.754802,-62.875648,5.36,Cir
,15.412504,-39.710268,5.36,Lup
,15.648488,-19.301892,5.36,Lib
,17.336065,25.537603,5.36,Her
,18.285426,-56.023351,5.36,Tel
,18.944582,-37.343241,5.36,CrA
,20.79265,80.552262,5.36,Dra
,22.304289,-53.627073,5.36,Gru
,23.692914,-18.027077,5.36,Aqr
,1.766461,-5.733299,5.37,Cet
,5.046861,-49.151407,5.37,Pic
,5.590869,24.039589,5.37,Tau
,6.11076,-4.193836,5.37,Mon
,6.261257,59.998975,5.37,Cam
,6.424623,-69.690299,5.37,Dor
,7.391386,-27.834294,5.37,CMa
,7.416161,11.669524,5.37,CMi
,8.003264,73.917919,5.37,Cam
,10.016864,31.923672,5.37,LMi
,11.209191,-49.100996,5.37,Cen
,12.499267,58.405742,5.37,UMa
,12.998665,66.597272,5.37,Dra
,14.964755,-76.662655,5.37,Aps
,16.287595,59.755023,5.37,Dra
,16.400355,-39.19298,5.37,Sco
,18.047527,-24.282468,5.37,Sgr
,18.518012,-32.989114,5.37,Sgr
,18.772391,-22.392176,5.37,Sgr
,18.772849,75.433964,5.37,Dra
,22.165473,-34.014967,5.37,PsA
,22.20056,60.759095,5.37,Cep
,22.340994,5.789498,5.37,Peg
,23.077668,-53.964905,5.37,Gru
,0.343295,8.190271,5.38,Psc
,0.413193,61.831057,5.38,Cas
,0.543189,20.294316,5.38,Psc
,0.707869,-65.46803,5.38,Tuc
,2.596336,34.687558,5.38,Tri
,4.04354,-0.268923,5.38,Eri
,4.34417,-20.639622,5.38,Eri
,4.376373,25.629314,5.38,Tau
,4.65171,7.870976,5.38,Tau
,5.316674,33.748394,5.38,Aur
,7.344114,-52.085924,5.38,Car
,7.927749,19.88397,5.38,Gem
,9.288149,-68.689642,5.38,Car
,9.462995,-6.071187,5.38,Hya
,12.380403,-57.676132,5.38,Cru
,12.458019,-58.991756,5.38,Cru
,12.820496,83.412901,5.38,Cam
,13.700307,-58.787078,5.38,Cen
,14.505823,-49.519018,5.38,Lup
,14.938123,-52.809548,5.38,Lup
,15.363495,32.933695,5.38,Boo
,15.89831,-24.533157,5.38,Sco
,17.34432,32.467743,5.38,Her
,18.494717,-1.985308,5.38,Ser
,18.565749,52.353517,5.38,Dra
,18.607731,9.122491,5.38,Oph
,18.791375,-5.705147,5.38,Sct
,19.272706,-45.466033,5.38,Tel
,19.846329,-10.763512,5.38,Aql
,20.106055,35.972468,5.38,Cyg
,20.470687,81.422708,5.38,Dra
,21.019702,46.155773,5.38,Cyg
,21.402665,-20.851869,5.38,Cap
,22.186069,50.823393,5.38,Lac
,1.046997,-46.397311,5.39,Phe
,2.831716,-27.941981,5.39,For
,3.932824,47.87142,5.39,Per
,4.180517,26.480952,5.39,Tau
,4.740508,11.146137,5.39,Ori
,4.997348,-10.263325,5.39,Eri
,6.285172,9.94239,5.39,Ori
,6.7813,-51.265667,5.39,Car
,6.816038,-15.144726,5.39,CMa
,8.079768,79.479612,5.39,Cam
,9.525671,35.103273,5.39,LMi
,11.400646,1.407765,5.39,Leo
,11.560337,-40.586637,5.39,Cen
,14.622266,-46.133439,5.39,Lup
,14.647289,44.4045,5.39,Boo
,15.768233,-1.804193,5.39,Ser
,16.017412,33.303509,5.39,CrB
,16.164033,-3.466729,5.39,Ser
,16.915324,20.958488,5.39,Her
,17.368299,-70.123208,5.39,Aps
,18.335775,-15.831697,5.39,Ser
,19.003799,50.533466,5.39,Dra
,19.580813,29.462954,5.39,Cyg
,19.823694,-72.503378,5.39,Pav
,20.565845,13.027255,5.39,Del
,21.461126,27.608593,5.39,Vul
,23.167072,9.822082,5.39,Peg
,1.050705,-4.836601,5.4,Cet
,2.709265,-50.800294,5.4,Hor
,3.820476,70.87105,5.4,Cam
,4.363227,60.735625,5.4,Cam
,4.510378,13.724402,5.4,Tau
,5.452804,17.962216,5.4,Tau
,5.643913,30.492412,5.4,Aur
,6.609121,38.4455,5.4,Aur
,7.383527,-31.923781,5.4,CMa
,8.904091,30.579115,5.4,Cnc
,9.474278,9.056778,5.4,Leo
,9.477775,45.601483,5.4,UMa
,9.594334,35.810133,5.4,LMi
,11.22932,-0.069502,5.4,Leo
,13.474203,59.945787,5.4,UMa
,14.440935,19.2269,5.4,Boo
,15.525228,-73.389591,5.4,Aps
,16.374783,33.703478,5.4,CrB
,16.411046,-29.704663,5.4,Sco
,18.74921,-39.686188,5.4,CrA
,19.048472,-3.698987,5.4,Aql
,19.081991,53.396654,5.4,Dra
,19.082687,-4.03142,5.4,Aql
,20.092444,61.99542,5.4,Dra
,21.299246,-17.985138,5.4,Cap
,16.688157,31.601207,5.4,Her
,21.241391,10.006094,5.4,Equ
,0.192894,-27.799737,5.41,Scl
,0.754774,55.221396,5.41,Cas
,1.599713,-15.400183,5.41,Cet
,6.857495,-70.963411,5.41,Vol
,7.111324,-11.294014,5.41,CMa
,7.392193,-32.202067,5.41,CMa
,7.484916,-38.812065,5.41,Pup
,7.687727,-38.533532,5.41,Pup
,12.628409,-27.138888,5.41,Hya
,13.790386,-17.859839,5.41,Vir
,14.321188,13.004299,5.41,Boo
,15.734556,-15.672834,5.41,Lib
,15.898851,-23.978094,5.41,Sco
,16.476106,0.665002,5.41,Oph
,17.133907,35.935174,5.41,Her
,17.48046,0.330625,5.41,Oph
,18.319316,7.259767,5.41,Oph
,18.369083,23.285176,5.41,Her
,18.610373,33.469036,5.41,Lyr
,19.657356,42.818278,5.41,Cyg
,19.845775,-59.193667,5.41,Pav
,20.703508,50.34003,5.41,Cyg
,20.821733,-68.776521,5.41,Pav
,21.221479,-27.619333,5.41,Mic
,0.155851,-27.987928,5.42,Scl
,0.474027,-39.915002,5.42,Phe
,0.796119,74.847573,5.42,Cas
,1.276747,-2.500368,5.42,Cet
,1.411329,-41.492549,5.42,Phe
,1.888152,40.72979,5.42,And
,2.053236,0.128507,5.42,Cet
,2.37011,-0.884852,5.42,Cet
,4.450806,80.824159,5.42,Cep
,6.563745,-36.232029,5.42,Col
,6.745961,28.970932,5.42,Gem
,7.564179,-36.338392,5.42,Pup
,8.525257,-19.577462,5.42,Pyx
,9.133348,29.654235,5.42,Cnc
,10.277983,13.728334,5.42,Leo
,11.788654,-57.696498,5.42,Cen
,12.56081,33.247584,5.42,CVn
,12.752174,45.440256,5.42,CVn
,14.478256,-6.900536,5.42,Vir
,16.408821,-37.566044,5.42,Sco
,18.659768,-43.185878,5.42,CrA
,20.630311,11.377676,5.42,Del
,21.46282,66.809096,5.42,Cep
,23.1447,2.127883,5.42,Psc
,1.996166,-20.824539,5.43,Cet
,2.007451,-8.523873,5.43,Cet
,2.367092,-10.777534,5.43,Cet
,2.734766,44.29704,5.43,Per
,5.155456,9.829579,5.43,Ori
,5.502835,63.06722,5.43,Cam
,6.530573,-8.158235,5.43,Mon
,8.775152,-45.912504,5.43,Vel
,8.944949,-85.663152,5.43,Oct
,9.772352,-76.77612,5.43,Cha
,10.536604,14.13727,5.43,Leo
,11.081721,-35.804678,5.43,Ant
,11.145557,-28.08067,5.43,Hya
,12.792873,66.790304,5.43,Dra
,15.313651,-60.496334,5.43,Cir
,15.647079,-52.372695,5.43,Nor
,15.929884,37.946958,5.43,CrB
,15.976352,-24.831488,5.43,Sco
,16.202032,-8.547576,5.43,Sco
,17.163319,-10.523301,5.43,Oph
,17.919762,72.005127,5.43,Dra
,18.610854,6.671805,5.43,Oph
,18.87123,21.425142,5.43,Her
,22.013951,-28.453736,5.43,PsA
,22.177078,-11.564939,5.43,Aqr
,22.829521,55.902777,5.43,Lac
,22.850599,-39.156834,5.43,Gru
,22.99096,0.962927,5.43,Psc
,23.813937,62.214516,5.43,Cas
,0.963931,28.992217,5.44,Psc
,2.9566,-23.862164,5.44,Eri
,3.338783,77.73474,5.44,Cep
,3.805782,23.42125,5.44,Tau
,4.172923,-6.923852,5.44,Eri
,5.206237,73.946674,5.44,Cam
,5.322813,-50.605967,5.44,Pic
,5.663845,-32.629216,5.44,Col
,6.26249,12.551067,5.44,Ori
,6.77067,79.564811,5.44,Cam
,6.906851,-1.126996,5.44,Mon
,7.189893,-0.301928,5.44,Mon
,7.884308,-36.363769,5.44,Pup
,8.932097,11.626023,5.44,Cnc
,8.949056,32.91043,5.44,Cnc
,9.620184,-53.668508,5.44,Vel
,10.781127,-17.296874,5.44,Hya
,11.970898,-56.31731,5.44,Cru
,13.135321,-65.306023,5.44,Mus
,15.603364,-44.396823,5.44,Lup
,16.105475,67.810134,5.44,Dra
,16.321568,-42.673965,5.44,Nor
,17.946596,-4.081823,5.44,Oph
,18.448336,-48.117243,5.44,Tel
,20.220523,-1.009339,5.44,Aql
,20.521893,49.220297,5.44,Cyg
,23.086052,-7.693801,5.44,Aqr
,23.324945,48.625322,5.44,And
,0.622561,35.399501,5.45,And
,0.652748,49.354589,5.45,Cas
,0.916751,-69.527084,5.45,Tuc
,2.646943,21.961408,5.45,Ari
,3.090747,25.255174,5.45,Ari
,3.746726,24.28947,5.45,Tau
,4.065723,8.197269,5.45,Tau
,4.154954,-16.385875,5.45,Eri
,4.246819,-62.191811,5.45,Ret
,4.667616,12.197609,5.45,Tau
,5.547613,-38.513371,5.45,Col
,6.942911,-79.420193,5.45,Men
,6.95942,-24.630841,5.45,CMa
,7.53011,17.086046,5.45,Gem
,8.431087,-42.153072,5.45,Pup
,8.6219,-62.853465,5.45,Car
,8.656626,-53.439767,5.45,Vel
,9.045629,24.452915,5.45,Cnc
,9.501421,-51.517164,5.45,Vel
,10.895476,-2.129205,5.45,Leo
,12.184401,-23.602423,5.45,Crv
,12.472908,-39.041172,5.45,Cen
,12.916219,-85.123369,5.45,Oct
,15.049799,-32.643294,5.45,Lup
,15.187773,-55.346032,5.45,Lup
,15.909615,20.310968,5.45,Ser
,16.278687,-53.811109,5.45,Nor
,18.264843,-44.206461,5.45,CrA
,19.424906,-23.962457,5.45,Sgr
,19.62981,-4.64764,5.45,Aql
,21.146119,-88.956499,5.45,Oct
,21.939659,-37.253655,5.45,Gru
,22.238542,-27.766908,5.45,PsA
,22.498047,78.824285,5.45,Cep
,22.95777,20.768832,5.45,Peg
,0.916139,23.628335,5.46,And
,4.072687,24.105993,5.46,Tau
,4.320339,50.048695,5.46,Per
,4.655475,-14.359192,5.46,Eri
,5.337409,41.086212,5.46,Aur
,5.502632,-47.077655,5.46,Pic
,5.520703,3.292133,5.46,Ori
,5.765012,49.826255,5.46,Aur
,5.837999,-79.361362,5.46,Men
,6.108916,-23.110846,5.46,Lep
,7.172034,-27.49152,5.46,CMa
,7.223166,51.428745,5.46,Lyn
,7.27071,-15.585689,5.46,CMa
,8.688773,-78.963359,5.46,Cha
,9.451788,-71.601895,5.46,Car
,9.526752,-73.080913,5.46,Car
,10.754546,-80.469597,5.46,Cha
,11.539097,61.08252,5.46,UMa
,11.626114,-47.747309,5.46,Cen
,12.733481,-28.323957,5.46,Hya
,12.922067,-42.915732,5.46,Cen
,13.658472,52.921208,5.46,UMa
,13.794052,-50.320682,5.46,Cen
,14.111896,-9.313515,5.46,Vir
,15.438166,34.335996,5.46,Boo
,15.455037,-36.76756,5.46,Lup
,16.220953,5.021086,5.46,Her
,16.606268,-42.858861,5.46,Sco
,16.90051,-41.806389,5.46,Sco
,18.814024,-43.680047,5.46,CrA
,18.914494,41.602723,5.46,Lyr
,19.295454,23.02554,5.46,Vul
,19.343246,-0.892161,5.46,Aql
,19.497829,-26.985615,5.46,Sgr
,19.626227,-14.301801,5.46,Sgr
,19.953852,40.367824,5.46,Cyg
,21.629285,19.318607,5.46,Peg
,0.877951,-24.005844,5.47,Cet
,2.997164,47.220693,5.47,Per
,3.535721,48.023476,5.47,Per
,4.500159,83.340379,5.47,Cep
,4.510802,15.691879,5.47,Tau
,4.868109,63.505421,5.47,Cam
,4.919765,-74.936852,5.47,Men
,5.487916,25.150215,5.47,Tau
,5.79061,17.729141,5.47,Tau
,7.139455,15.930675,5.47,Gem
,7.911864,47.564596,5.47,Lyn
,8.576711,65.14517,5.47,UMa
,8.827545,-40.320158,5.47,Vel
,9.15988,-8.787648,5.47,Hya
,10.624187,-58.733339,5.47,Car
,11.004084,45.526276,5.47,UMa
,12.313901,75.160561,5.47,Dra
,12.490845,24.108925,5.47,Com
,12.516823,24.567168,5.47,Com
,13.343843,-52.747825,5.47,Cen
,14.039662,-27.429773,5.47,Hya
,14.841577,37.272047,5.47,Boo
,16.005447,-16.53335,5.47,Lib
,17.317655,-46.636235,5.47,Ara
,17.923663,26.049991,5.47,Her
,18.173948,-62.002197,5.47,Pav
,18.220194,-41.336111,5.47,CrA
,18.393456,-75.044277,5.47,Oct
,18.545367,-14.865662,5.47,Sct
,18.54721,30.554209,5.47,Lyr
,20.672174,-33.431843,5.47,Mic
,20.898304,33.437891,5.47,Cyg
,21.479121,-69.505386,5.47,Pav
,22.433554,70.770898,5.47,Cep
,22.477557,-39.131792,5.47,Gru
,2.413627,10.610565,5.48,Ari
,2.844557,-35.675849,5.48,For
,3.878238,-5.361259,5.48,Eri
,5.294512,-13.519826,5.48,Lep
,6.356865,-11.773238,5.48,CMa
,7.799089,-12.192705,5.48,Pup
,7.903058,-35.877287,5.48,Pup
,8.704498,-48.09909,5.48,Vel
,9.090028,48.530314,5.48,UMa
,11.644449,-13.201943,5.48,Crt
,12.562986,-9.452077,5.48,Vir
,14.857362,59.293985,5.48,Dra
,14.946142,-11.409701,5.48,Lib
,15.714107,52.360903,5.48,Boo
,16.180424,75.877563,5.48,UMi
,16.33199,39.708584,5.48,Her
,16.779989,-39.376962,5.48,Sco
,16.838717,7.247683,5.48,Her
,16.953104,-33.259492,5.48,Sco
,20.772238,-39.199262,5.48,Mic
,20.88849,45.181673,5.48,Cyg
,21.403192,-12.878108,5.48,Aqr
,21.421377,-3.556747,5.48,Aqr
,0.769929,-22.522097,5.49,Cet
,1.548903,-36.865231,5.49,Scl
,1.76832,-50.816256,5.49,Phe
,3.102203,79.418535,5.49,Cep
,3.296485,44.025024,5.49,Per
,3.941303,35.080899,5.49,Per
,4.793413,-16.934456,5.49,Eri
,5.826817,-14.483665,5.49,Lep
,6.149407,-22.427412,5.49,Lep
,7.767275,-6.772511,5.49,Mon
,8.705278,-53.100056,5.49,Vel
,9.278158,-8.744759,5.49,Hya
,9.498474,-26.589616,5.49,Ant
,10.270677,29.310501,5.49,LMi
,10.773689,14.194645,5.49,Leo
,12.527871,-59.423922,5.49,Cru
,12.652031,21.062559,5.49,Com
,16.260352,-8.369442,5.49,Sco
,18.133959,36.401264,5.49,Her
,18.23775,-21.713164,5.49,Sgr
,18.564857,-24.032283,5.49,Sgr
,19.073627,-31.047079,5.49,Sgr
,19.72598,-15.470105,5.49,Sgr
,20.948341,-9.697545,5.49,Aqr
,22.297409,-77.511553,5.49,Oct
,23.632445,18.400667,5.49,Peg
,23.79904,-2.761598,5.49,Psc
,0.344178,-69.624913,5.5,Tuc
,1.040674,-31.552005,5.5,Scl
,1.046971,31.804263,5.5,Psc
,1.44491,19.240422,5.5,Psc
,2.049433,33.284135,5.5,Tri
,3.35667,-23.635135,5.5,Eri
